store_id,cat_id,d,demand,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_event,wm_yr_wk,avg_category_price,price_change_pct,rolling_price_28,price_momentum,snap_active,lag_7,lag_14,lag_28,lag_56,lag_84,rolling_mean_7,rolling_mean_28,rolling_mean_56,rolling_std_7,rolling_std_28,rolling_std_56,demand_momentum,quarter,is_weekend,month_sin,month_cos,weekday_sin,weekday_cos,target_28
0,0,d_85,2909,2011-04-23,2,1,4,2011,19,2,3,1,0,0,0,0,11113,3.133712021136063,-0.00030763395773192315,3.1333730795007075,1.0001081714901978,0,2465.0,2825.0,2648.0,2574.0,3239.0,2065.5714285714284,2187.714285714286,2201.9285714285716,528.5763448934819,526.5539160000869,532.620037077187,1.126746767148542,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2332.0
0,0,d_86,2051,2011-04-24,3,2,4,2011,21,3,1,0,0,0,0,1,11113,3.133712021136063,0.0,3.1337649938406194,0.9999830961464372,0,2980.0,2978.0,2801.0,2733.0,3137.0,2129.0,2197.035714285714,2207.910714285714,605.5333737017863,537.2064560809248,538.7212899512635,1.356373034478625,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,2525.0
0,0,d_87,1518,2011-04-25,1,3,4,2011,19,2,3,1,0,0,0,0,11113,3.133712021136063,0.0,3.1341569081805316,0.9998580520830634,0,1833.0,2007.0,1903.0,1732.0,2008.0,1996.2857142857142,2170.25,2195.7321428571427,475.85281838180333,524.5250144089802,534.325930191793,0.8446031559292233,2,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1648.0
0,0,d_88,1411,2011-04-26,5,4,4,2011,22,3,3,1,0,0,0,1,11113,3.133712021136063,0.0,3.1345488225204434,0.9997330392883441,0,1628.0,1653.0,1471.0,1896.0,2258.0,1951.2857142857142,2156.5,2191.910714285714,507.69666609295905,536.6952718394441,538.4521005719913,0.754926964639496,2,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1556.0
0,0,d_89,1294,2011-04-27,6,5,4,2011,19,2,3,1,0,0,0,0,11113,3.133712021136063,0.0,3.1349407368603552,0.9996080577505517,0,1520.0,1550.0,1612.0,1965.0,2032.0,1920.2857142857142,2154.3571428571427,2183.25,536.5326067400181,539.6453028703696,547.1287782597441,0.7055468979848927,2,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1512.0
0,0,d_90,1374,2011-04-28,4,6,4,2011,19,2,3,1,0,0,0,0,11113,3.133712021136063,0.0,3.1353326512002675,0.999483107457965,0,1759.0,1631.0,1849.0,1984.0,2407.0,1888.0,2143.0,2171.2678571428573,570.3671332279478,554.6207245930756,559.2094579467903,0.8208119454872553,2,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1487.0
0,0,d_91,1808,2011-04-29,0,7,4,2011,19,2,3,1,0,0,0,0,11113,3.133712021136063,0.0,3.1357245655401793,0.9993581883988687,0,2274.0,2141.0,2528.0,2369.0,2693.0,1833.0,2126.035714285714,2160.375,602.53519952503,570.969901401885,568.7827373195563,1.0695963306968252,2,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,1786.0
0,0,d_92,2278,2011-04-30,2,1,4,2011,19,2,3,1,0,0,0,0,11114,3.134397905759162,0.00021887289529898268,3.1356801439162227,0.9995910813290225,0,2909.0,2465.0,3013.0,3223.0,3962.0,1766.4285714285713,2100.3214285714284,2150.3571428571427,570.5864985967977,568.4037462781791,569.9805875026537,1.3850261007876223,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2140.0
0,0,d_93,2550,2011-05-01,3,2,5,2011,19,2,3,1,1,1,0,0,11114,3.134397905759162,0.0,3.135635722292266,0.9996052422402565,1,2051.0,2980.0,3136.0,3464.0,3418.0,1676.2857142857142,2074.0714285714284,2133.4821428571427,376.9989895148781,541.0048900012741,551.3300608881772,0.9888762608449818,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2270.0
0,0,d_94,1962,2011-05-02,1,3,5,2011,19,2,3,1,1,0,1,0,11114,3.134397905759162,0.0,3.1355913006683096,0.9996194035527229,1,1518.0,1833.0,2615.0,2262.0,2446.0,1747.5714285714287,2053.1428571428573,2117.160714285714,489.92579613068625,508.77781764230576,524.0811448893878,0.7393542996677234,2,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,2013.0
0,0,d_95,2044,2011-05-03,5,4,5,2011,19,2,3,1,1,1,1,0,11114,3.134397905759162,0.0,3.1355468790443526,0.9996335652664391,1,1411.0,1628.0,2047.0,2165.0,2138.0,1811.0,2029.8214285714287,2111.8035714285716,483.95557647371,496.8968932150533,524.1069779640884,0.6951350396856905,2,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1505.0
0,0,d_96,1924,2011-05-04,6,5,5,2011,19,2,3,1,1,0,0,0,11114,3.134397905759162,0.0,3.1355024574203965,0.9996477273814217,1,1294.0,1520.0,1897.0,2100.0,2001.0,1901.4285714285713,2029.7142857142858,2109.6428571428573,455.0321809655737,496.8933753382369,524.1330999789143,0.6375281528390556,2,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1701.0
0,0,d_97,1648,2011-05-05,4,6,5,2011,2,0,3,1,1,1,1,1,11114,3.134397905759162,0.0,3.13545803579644,0.9996618898976881,1,1374.0,1759.0,2150.0,2003.0,2137.0,1991.4285714285713,2030.6785714285713,2106.5,369.0450998377929,496.6524273552714,524.719318909037,0.6766211150575038,2,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1748.0
0,0,d_98,2322,2011-05-06,0,7,5,2011,19,2,3,1,1,1,1,0,11114,3.134397905759162,0.0,3.135413614172483,0.9996760528152555,1,1808.0,2274.0,2342.0,2480.0,2217.0,2030.5714285714287,2012.75,2100.160714285714,300.8780800384432,501.22528571196057,528.1258381995962,0.8982735059504292,2,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,2265.0
0,0,d_99,2605,2011-05-07,2,1,5,2011,19,2,3,1,1,1,0,0,11115,3.1219140625,-0.003982852092972666,3.134808110127281,0.9958868143840685,1,2278.0,2909.0,2825.0,2895.0,3067.0,2104.0,2012.0357142857142,2097.339285714286,300.2265811016751,500.7527283735401,526.4791898429247,1.1321866618438818,2,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2842.0
0,0,d_100,2096,2011-05-08,3,2,5,2011,15,0,3,1,1,0,1,1,11115,3.1219140625,0.0,3.1342026060820802,0.9960792121229708,1,2550.0,2051.0,2978.0,3081.0,3313.0,2150.714285714286,2004.1785714285713,2092.160714285714,352.67204514757344,489.11507799679305,519.8753968469304,1.2723417139970852,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2832.0
0,0,d_101,2199,2011-05-09,1,3,5,2011,19,2,3,1,1,1,1,0,11115,3.1219140625,0.0,3.133597102036878,0.9962716842157903,1,1962.0,1518.0,2007.0,2079.0,2003.0,2085.8571428571427,1972.6785714285713,2074.5714285714284,305.61000669231515,450.9917510596051,502.1727286010755,0.9945867651335488,2,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,2187.0
