store_id,cat_id,d,demand,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,d_num,is_event,wm_yr_wk,avg_category_price,price_change_pct,rolling_price_28,price_momentum
CA_1,FOODS,d_1,3239,2011-01-29,Saturday,1,1,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,1,0,11101,3.14921974522293,,3.14921974522293,1.0
CA_1,FOODS,d_2,3137,2011-01-30,Sunday,2,1,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,2,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_3,2008,2011-01-31,Monday,3,1,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,3,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_4,2258,2011-02-01,Tuesday,4,2,2011,No_Event,No_Event,No_Event,No_Event,1,1,0,4,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_5,2032,2011-02-02,Wednesday,5,2,2011,No_Event,No_Event,No_Event,No_Event,1,0,1,5,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_6,2407,2011-02-03,Thursday,6,2,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,6,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_7,2693,2011-02-04,Friday,7,2,2011,No_Event,No_Event,No_Event,No_Event,1,0,0,7,0,11101,3.14921974522293,0.0,3.14921974522293,1.0
CA_1,FOODS,d_8,3962,2011-02-05,Saturday,1,2,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,8,0,11102,3.153393665158371,0.0013253822448473507,3.14974148521486,1.0011595173637755
CA_1,FOODS,d_9,3418,2011-02-06,Sunday,2,2,2011,SuperBowl,Sporting,No_Event,No_Event,1,1,1,9,1,11102,3.153393665158371,0.0,3.1501472829863615,1.0010305493300402
CA_1,FOODS,d_10,2446,2011-02-07,Monday,3,2,2011,No_Event,No_Event,No_Event,No_Event,1,1,0,10,0,11102,3.153393665158371,0.0,3.1504719212035623,1.0009273988240126
CA_1,FOODS,d_11,2138,2011-02-08,Tuesday,4,2,2011,No_Event,No_Event,No_Event,No_Event,1,0,1,11,0,11102,3.153393665158371,0.0,3.150737534290363,1.0008430187659558
CA_1,FOODS,d_12,2001,2011-02-09,Wednesday,5,2,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,12,0,11102,3.153393665158371,0.0,3.1509588785293636,1.0007727129178352
CA_1,FOODS,d_13,2137,2011-02-10,Thursday,6,2,2011,No_Event,No_Event,No_Event,No_Event,1,0,0,13,0,11102,3.153393665158371,0.0,3.151146169808518,1.000713231068551
CA_1,FOODS,d_14,2217,2011-02-11,Friday,7,2,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,14,0,11102,3.153393665158371,0.0,3.1513067051906503,1.0006622522537343
CA_1,FOODS,d_15,3067,2011-02-12,Saturday,1,2,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,15,0,11103,3.1296296296296298,-0.0075360193024132105,3.149861566819916,0.9935768805196376
CA_1,FOODS,d_16,3313,2011-02-13,Sunday,2,2,2011,No_Event,No_Event,No_Event,No_Event,0,1,0,16,0,11103,3.1296296296296298,0.0,3.148597070745523,0.9939759071453999
CA_1,FOODS,d_17,2003,2011-02-14,Monday,3,2,2011,ValentinesDay,Cultural,No_Event,No_Event,0,0,1,17,1,11103,3.1296296296296298,0.0,3.1474813389151763,0.9943282557183645
CA_1,FOODS,d_18,1779,2011-02-15,Tuesday,4,2,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,18,0,11103,3.1296296296296298,0.0,3.1464895772882016,0.9946416642278846
CA_1,FOODS,d_19,1670,2011-02-16,Wednesday,5,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,19,0,11103,3.1296296296296298,0.0,3.145602211621961,0.9949222498848336
CA_1,FOODS,d_20,1433,2011-02-17,Thursday,6,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,20,0,11103,3.1296296296296298,0.0,3.144803582522344,0.9951749123611263
CA_1,FOODS,d_21,2250,2011-02-18,Friday,7,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,21,0,11103,3.1296296296296298,0.0,3.144081013336977,0.9954036223475013
CA_1,FOODS,d_22,3148,2011-02-19,Saturday,1,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,22,0,11104,3.1232116788321167,-0.0020507061719864383,3.1431324072231193,0.99366214151678
CA_1,FOODS,d_23,2864,2011-02-20,Sunday,2,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,23,0,11104,3.1232116788321167,0.0,3.1422662885974235,0.9939360295992572
CA_1,FOODS,d_24,2105,2011-02-21,Monday,3,2,2011,PresidentsDay,National,No_Event,No_Event,0,0,0,24,1,11104,3.1232116788321167,0.0,3.1414723465238694,0.9941872263456469
CA_1,FOODS,d_25,1621,2011-02-22,Tuesday,4,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,25,0,11104,3.1232116788321167,0.0,3.1407419198161994,0.9944184395179122
CA_1,FOODS,d_26,1608,2011-02-23,Wednesday,5,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,26,0,11104,3.1232116788321167,0.0,3.1400676797783498,0.9946319625354626
CA_1,FOODS,d_27,1639,2011-02-24,Thursday,6,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,27,0,11104,3.1232116788321167,0.0,3.139443383447008,0.9948297508085432
CA_1,FOODS,d_28,1875,2011-02-25,Friday,7,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,28,0,11104,3.1232116788321167,0.0,3.138863679710762,0.995013481796034
CA_1,FOODS,d_29,2574,2011-02-26,Saturday,1,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,29,0,11105,3.125868005738881,0.0008505113261352282,3.138029689014903,0.9961244205819354
CA_1,FOODS,d_30,2733,2011-02-27,Sunday,2,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,30,0,11105,3.125868005738881,0.0,3.137195698319044,0.9963892298506489
CA_1,FOODS,d_31,1732,2011-02-28,Monday,3,2,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,31,0,11105,3.125868005738881,0.0,3.136361707623185,0.9966541799503552
CA_1,FOODS,d_32,1896,2011-03-01,Tuesday,4,3,2011,No_Event,No_Event,No_Event,No_Event,1,1,0,32,0,11105,3.125868005738881,0.0,3.1355277169273266,0.9969192709934289
CA_1,FOODS,d_33,1965,2011-03-02,Wednesday,5,3,2011,No_Event,No_Event,No_Event,No_Event,1,0,1,33,0,11105,3.125868005738881,0.0,3.1346937262314674,0.9971845030923654
CA_1,FOODS,d_34,1984,2011-03-03,Thursday,6,3,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,34,0,11105,3.125868005738881,0.0,3.1338597355356086,0.9974498763597786
CA_1,FOODS,d_35,2369,2011-03-04,Friday,7,3,2011,No_Event,No_Event,No_Event,No_Event,1,0,0,35,0,11105,3.125868005738881,0.0,3.1330257448397494,0.997715390908403
CA_1,FOODS,d_36,3223,2011-03-05,Saturday,1,3,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,36,0,11106,3.1110224089635854,-0.0047492718016372,3.1315124856899357,0.9934568114226006
CA_1,FOODS,d_37,3464,2011-03-06,Sunday,2,3,2011,No_Event,No_Event,No_Event,No_Event,1,1,1,37,0,11106,3.1110224089635854,0.0,3.129999226540122,0.9939371174869224
CA_1,FOODS,d_38,2262,2011-03-07,Monday,3,3,2011,No_Event,No_Event,No_Event,No_Event,1,1,0,38,0,11106,3.1110224089635854,0.0,3.1284859673903083,0.9944178882025511
CA_1,FOODS,d_39,2165,2011-03-08,Tuesday,4,3,2011,No_Event,No_Event,No_Event,No_Event,1,0,1,39,0,11106,3.1110224089635854,0.0,3.126972708240494,0.9948991242440732
CA_1,FOODS,d_40,2100,2011-03-09,Wednesday,5,3,2011,LentStart,Religious,No_Event,No_Event,1,1,1,40,1,11106,3.1110224089635854,0.0,3.125459449090681,0.9953808262873812
CA_1,FOODS,d_41,2003,2011-03-10,Thursday,6,3,2011,No_Event,No_Event,No_Event,No_Event,1,0,0,41,0,11106,3.1110224089635854,0.0,3.1239461899408667,0.9958629950096785
CA_1,FOODS,d_42,2480,2011-03-11,Friday,7,3,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,42,0,11106,3.1110224089635854,0.0,3.122432930791053,0.9963456310894797
CA_1,FOODS,d_43,2895,2011-03-12,Saturday,1,3,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,43,0,11107,3.1175277777777777,0.0020910710239336883,3.1220007217963444,0.9985672828365033
CA_1,FOODS,d_44,3081,2011-03-13,Sunday,2,3,2011,No_Event,No_Event,No_Event,No_Event,0,1,0,44,0,11107,3.1175277777777777,0.0,3.1215685128016353,0.9987055433807439
CA_1,FOODS,d_45,2079,2011-03-14,Monday,3,3,2011,No_Event,No_Event,No_Event,No_Event,0,0,1,45,0,11107,3.1175277777777777,0.0,3.1211363038069257,0.9988438422170968
CA_1,FOODS,d_46,1656,2011-03-15,Tuesday,4,3,2011,No_Event,No_Event,No_Event,No_Event,0,1,1,46,0,11107,3.1175277777777777,0.0,3.120704094812217,0.9989821793614718
CA_1,FOODS,d_47,1805,2011-03-16,Wednesday,5,3,2011,LentWeek2,Religious,No_Event,No_Event,0,0,0,47,1,11107,3.1175277777777777,0.0,3.1202718858175085,0.9991205548297879
CA_1,FOODS,d_48,1657,2011-03-17,Thursday,6,3,2011,StPatricksDay,Cultural,No_Event,No_Event,0,0,0,48,1,11107,3.1175277777777777,0.0,3.1198396768227994,0.999258968637973
CA_1,FOODS,d_49,2005,2011-03-18,Friday,7,3,2011,No_Event,No_Event,No_Event,No_Event,0,0,0,49,0,11107,3.1175277777777777,0.0,3.11940746782809,0.9993974208019637
